login;client;account_id;first_deposit_id
3858714;37016;2764284157;35619448
3858777;93446;2764542949;35300844
3858786;64337;2764576562;36369726
3858966;62348;2766684767;35482037
3859050;14105;2767556624;37219283
3859167;1022;2769359488;36021952
3859500;52143;2777792502;35754056
3859551;76290;2778804435;36516547
3859740;49049;2783082651;36153185
3859779;61796;2784841967;35662040
3860088;87902;2792475728;36399901
3860100;55848;2792776100;35579262
3860241;84574;2796190983;36511358
3860346;1771;2799249486;36287988
3860415;54964;2801673017;36832362
3860685;54015;2808424542;36226704
3860763;30819;2811262737;36921048
3860775;63122;2811501963;35282631
3860829;57798;#N/A;36830039
3860859;44889;2814025708;35712137
3861309;78488;2826332094;36416975
3861348;79716;2828081087;35491443
3861465;30478;2830475414;37041836
3861618;41594;2834227661;37170009
3861897;32851;2838998825;36465579
3861990;35427;2840608981;36623668
3862071;44263;2842465490;35727872
3862149;72982;2844247000;35133317
3862272;39116;2844928396;35419779
3862281;30205;2845022126;37166511
3862341;66629;2845933676;37353027
3862446;93737;2848526314;36689569
3862485;23947;2848836528;35337177
3862536;85064;2849661867;36566805
3862575;93094;2849883706;36218960
3862731;50232;2853118037;35767852
3862878;45227;2855585519;37387239
3863232;21511;2863084708;37393111
3863238;77854;2863107261;35435716
3863301;7644;2864106873;37362451
3863328;85576;2865010128;35760798
3863400;79703;2866229649;35147449
3863439;17150;2866538650;37330400
3863469;31499;2866720354;35261192
3863520;47096;2868072170;35114940
3863583;31695;2869576773;36216190
3863610;6706;2869671944;35757731
3863619;73788;2869733414;37384221
3863676;21424;2870672127;35788291
3863685;37193;2870750857;35665703
3863931;81991;2875274800;35395255
3863955;99661;2875516446;36286474
3864000;117;2876616199;35130862
3864048;52745;2877847623;37231141
3864171;92495;2880108002;35119127
3864285;29228;2882093223;35171396
3864366;73647;2883201193;36629559
3864372;36412;2883219213;37286513
3864516;72098;2884933157;36276489
3864615;32090;2887550406;35247613
3864696;39423;2888987774;
3864714;13859;2889102772;35443553
3864771;64974;2890869562;
3864897;74781;2893807445;37305808
3864960;21721;2894296681;36746718
3865281;91546;2901460294;36664693
3865290;75957;2901486051;35478881
3865341;50253;2902744353;35139209
3865389;63122;2904668939;35124203
3865428;62153;2905307693;37693149
3865575;98422;2908472547;35309337
3865587;23766;2909192053;36264473
3865602;92385;2909882190;35116185
3865626;45318;2910154981;36519053
3865692;61838;2910562537;37530653
3865695;10700;2910569337;37496212
3865746;94354;2912311803;35218330
3865761;41210;2912346319;37179173
3865797;76328;2913310808;36291390
3865824;38220;2913557882;36429509
3865842;99043;2914208866;35999650
3865917;96012;2915523215;35132858
3865956;63987;2915702997;35661094
3865977;94269;2915957428;35534807
3865992;28539;2916576123;37520707
3866100;2775;2918566390;36032745
3866106;49257;2918634786;37189479
3866133;50498;2919491895;35258556
3866181;45444;2920396924;35244861
3866187;47125;2920412603;35754019
3866193;19117;2920449036;36367685
3866211;21904;2920790126;35636624
3866217;23861;2920848963;37647736
3866286;54138;2922433778;35248931
3866310;18766;2923196391;35688382
3866343;13580;2924070346;35567011
3866352;15691;2924127175;35289422
3866361;8827;2924209642;36899707
3866505;12572;2926872756;36457771
3866583;24297;2928618826;35782835
3866643;59098;2930499378;36146776
3866652;68047;2931219108;35833379
3866664;38941;2931485930;37295032
3866730;64442;2932737192;35532483
3866829;94269;2935579319;35992375
3866898;76290;2937737927;37571459
3866901;25886;2937747260;35637102
3866949;63453;2939464215;35556767
3866994;34256;2940334498;36205175
3867021;27099;2941758750;36647234
3867138;32214;2942929583;37690614
3867240;97642;2945022816;35665693
3867261;6552;2945703616;
3867432;23612;2949869863;35192961
3867534;43267;2953165682;35897304
3867543;6385;2953232926;37131040
3867546;27889;2953238294;36920738
3867585;12435;2955153117;35599101
3867654;20531;2957286947;36455653
3867675;72543;2957844246;37193978
3867771;3094;2959011758;36283563
3867870;87473;2960051739;35273308
3868038;69866;2961801476;35344672
3868167;42331;2962851444;36066572
3868218;9555;2963125193;35561623
3868263;31703;2963932858;35174659
3868305;40208;2965053787;35357532
3868431;80548;2967062125;37335643
3868497;67137;2968500092;37249519
3868566;57967;2969625807;35130874
3868617;56321;2970896686;37331249
3868623;34531;2970957041;37423940
3868686;5771;2975260635;36104265
3868695;91620;2975309510;35130865
3868701;25745;2975326562;35225480
3868707;8777;2975381604;36312163
3868734;99999;2975906384;36351222
3868785;74802;2976333372;35160354
3868824;90454;2976689940;35664948
3868836;16903;2976758338;36735443
3868842;76106;2976807572;35183469
3868848;65455;2976866040;35708505
3868860;42805;2977537809;35410937
3868881;47194;2977852677;35218613
3868926;9505;2979202179;36021909
3868941;17890;#N/A;36101877
3868965;37485;2980112116;35192913
3868971;58802;2980155270;35130798
3869013;48125;2980953038;35206065
3869019;48223;2981084800;35132719
3869046;9961;2981166231;35130782
3869064;5824;2981387482;37335143
3869085;57967;2982009878;35247467
3869127;92092;2982383736;35158077
3869130;35035;2982385949;35179878
3869148;43680;2982456702;35124653
3869157;40523;2982480285;35824130
3869166;48867;2982486470;35446739
3869184;65338;2982635930;35320025
3869190;87178;2982706845;35630519
3869196;93130;#N/A;35277795
3869208;84301;2983102341;35136343
3869211;89778;2983160661;37248115
3869214;41847;2983757861;35114985
3869229;54509;2983933161;35272485
3869247;64935;2984120948;35162677
3869253;41839;2984194921;35354984
3869256;42822;2984195777;35163373
3869277;33176;2984402099;35130830
3869283;26117;2984427838;35116818
3869289;20463;2984574091;35160727
3869292;11284;2984601931;35117236
3869301;20342;2985175708;35582959
3869304;94367;2985237216;35142934
3869322;91721;2985710942;35114832
3869325;78477;2985711549;35114831
3869328;39494;2985724823;35119914
3869331;34892;2985724874;35130800
3869334;93345;2985727329;35192859
3869337;34798;2985753013;35114863
3869340;72849;2985769986;35131506
3869343;29757;2985834347;35114873
3869352;63122;2985991404;35159619
3869358;34229;2986024143;35116997
3869373;94913;2986095530;35125829
3869376;57171;2986105332;35339406
3869379;82635;2986112217;35123171
3869391;66297;2986149938;35125126
3869394;98;2986169519;35121812
3869403;45913;2986228917;35122350
3869409;98880;2986255708;37406154
3869412;9624;2986379731;35130887
3869415;62307;2986434882;35123774
3869418;22789;2986970066;35259376
3869430;62475;2987224335;35130806
3869439;67023;2987280320;35724040
3869445;67012;2987529937;35130858
3869448;64512;2988056254;35131929
3869451;38584;2988146510;35131989
3869469;56147;2988224420;35132309
3869472;47110;2988256106;35130836
3869475;79359;2988280645;35130840
3869487;85374;2988309378;35133458
3869502;97812;2988327148;35192908
3869508;50661;2988559179;35131362
3869517;3442;2988658477;35147008
3869529;79587;2988691042;35130883
3869532;325;2988710232;35171601
3869535;69240;2988713261;35133702
3869538;94325;2988731191;35131990
3869547;52143;2988764678;36219526
3869553;23877;2988780279;35184382
3869556;55129;2988812482;35142190
3869559;80899;2988819664;35131992
3869562;11221;2988964112;35154916
3869571;8903;2989072609;35145333
3869583;61204;2989119776;35159051
3869586;18284;2989120319;37035281
3869589;69228;2989126931;35267896
3869598;66066;2989138719;
3869604;27027;2989140291;35132934
3869607;92262;2989153071;35141376
3869613;27391;2989164646;35159386
3869616;94262;2989175990;36843203
3869619;88561;2989180070;35146899
3869625;97843;2989214473;35662193
3869628;97566;2989299348;35158020
3869631;18949;2989326822;35136196
3869637;715;2989331209;35147125
3869643;11308;2989347502;35211788
3869646;93527;2989433766;35147325
3869649;3822;2989441408;35255629
3869667;78347;2989497025;35251976
3869673;97769;2989540365;35193812
3869676;93942;2989559698;35163454
3869679;54684;2989598340;35334470
3869682;61646;2989631401;35215953
3869688;38164;2989661199;35159924
3869709;86200;2990178714;35147688
3869715;38290;2990195498;35727207
3869718;22316;2990198146;35147933
3869721;11713;2990198148;35165389
3869724;57575;2990216674;35519404
3869727;97448;2990248839;35208650
3869730;77182;2990252675;35361051
3869733;62279;2990262102;35709808
3869739;29146;2990295512;36644890
3869742;58411;2990304030;35154146
3869745;1694;2990314400;35213919
3869748;50015;2990320223;35175257
3869754;39984;2990349112;35156087
3869757;58411;2990426277;37313353
3869763;64595;2990500346;35172860
3869766;40804;2990500555;35155974
3869775;77959;2991021700;35158785
3869787;37736;2991098758;35192882
3869790;89054;2991099901;35509380
3869799;85302;2991118822;35196564
3869802;70603;2991132356;35161685
3869805;26999;2991132784;35161683
3869808;69719;2991173677;35162772
3869817;53270;2991245514;35206066
3869826;10551;2991288089;35165768
3869832;99470;2991319731;35266404
3869835;31343;2991319794;35762176
3869844;46283;2992039771;35170673
3869865;37401;2992183047;35284003
3869874;66248;2992222901;35213232
3869883;42720;2992259233;35531162
3869886;88977;2992312301;35183472
3869889;15099;2992318429;35521874
3869892;34861;2992354376;35628862
3869895;39797;2992914053;35192889
3869910;6656;2992979363;35181890
3869913;36673;2992980247;35216259
3869919;46256;2992997742;35192841
3869922;55432;2993005314;36063397
3869925;41223;2993026637;35184436
3869928;5285;2993056127;35192927
3869937;75845;2993160907;35188813
3869940;74802;2993190136;35438424
3869946;9114;2993845228;35651943
3869949;12268;2993953628;35192906
3869952;49258;2993962730;35224317
3869961;28616;2994331432;36635963
3869964;63122;2994338596;35207513
3869970;86463;2994396910;37234194
3869976;5460;2994421660;35195777
3869982;81144;2994475028;35223047
3869985;16183;2994492556;35208602
3869991;29200;2994671794;35195970
3869994;31321;2994678515;35219583
3869997;28322;2994680227;35432336
3870000;51116;2994692652;35221338
3870009;25401;2994716201;35196919
3870015;3148;2994774431;35206657
3870021;98063;2994816164;35244454
3870030;57967;2994844689;35246701
3870033;76838;2994895379;35202375
3870045;66913;2995493937;35204620
3870048;45909;2995710124;35207694
3870054;38571;2995892786;35214531
3870060;8554;2995908311;37212941
3870069;13104;2995952725;35211474
3870072;18353;2995957688;35210578
3870075;79495;2995962122;35210533
3870084;71540;2995973953;35211094
3870087;18705;#N/A;35223167
3870099;70364;2996032543;35266413
3870108;59227;2996096070;35636576
3870111;67641;2996102738;35218394
3870120;45941;2996552556;35219028
3870141;91091;2996951646;35220147
3870147;26954;2996980153;35436763
3870150;9898;2996992170;35403010
3870153;89572;2997016487;35269973
3870159;92718;2997043079;35255185
3870168;53560;2997170697;35254460
3870171;68236;2997251731;35229902
3870174;84139;2997695148;35239150
3870177;65394;2997900071;35241003
3870183;75845;2997966303;35320181
3870192;59934;2998035601;35545909
3870201;74074;2998085584;35267511
3870204;87066;2998129622;35828032
3870207;83391;2998135094;36514872
3870210;99442;2998142111;35284301
3870213;82699;2998268841;35266374
3870219;59507;2999047627;35256750
3870222;31474;2999067363;35477609
3870231;99164;#N/A;35269934
3870237;44492;2999398964;35266462
3870243;28862;2999632061;35269559
3870249;45095;3000177529;35447584
3870252;31605;3000196701;35266988
3870255;25879;3000237196;35266378
3870258;74564;3000309493;35437247
3870261;67011;3000327129;35464364
3870264;91299;3000334521;35372449
3870267;74725;3000340236;35266454
3870270;70577;3000356210;36985649
3870273;98413;3000391534;35266427
3870276;79562;3000590993;35270609
3870279;5298;3000617701;35308485
3870282;47353;3000619038;35266407
3870285;81095;3000657319;35408629
3870303;25098;3000882887;35854008
3870306;78442;3000900902;35283402
3870330;60230;3001041581;35300911
3870336;133;3001053202;35659654
3870339;83311;3001053991;36592237
3870348;92743;3001518963;35293284
3870351;70200;3001864593;35380108
3870360;28028;3001964290;35298383
3870363;70427;3001977474;35296799
3870369;308;3002082930;35288595
3870372;28028;3002089103;35315960
3870378;55125;3002836930;35334426
3870381;45766;3002892071;35297121
3870387;87624;3002895631;35309629
3870390;59935;3002904758;35546529
3870393;89908;3002905484;35356642
3870396;60320;3002908534;35296234
3870402;58695;3002942054;35439466
3870405;8988;3003004464;35309264
3870408;98189;3003008731;35506996
3870414;62985;3003044085;35321118
3870420;73595;3003063337;35423138
3870432;44814;3003272138;35317028
3870435;68438;3003585550;35321675
3870438;9870;3003587687;35309628
3870450;29141;3003834297;35340180
3870456;64467;3003851021;35409166
3870462;14658;3003877817;35311833
3870471;19887;3003999589;35328719
3870480;38429;3004677391;35339078
3870483;9241;3004713721;35322650
3870486;90991;3004721967;35359842
3870489;7168;3004722421;35321088
3870498;8988;3004751675;36135071
3870504;76375;3004788112;35323665
3870507;44226;3004794796;35337104
3870513;44999;3004823740;35325714
3870522;18445;3004937331;35359844
3870525;62608;3004951215;35422506
3870528;8722;3004972960;35333599
3870531;90321;3004972961;35488724
3870534;9996;3004990168;35435710
3870540;35868;3005118706;35336120
3870546;58779;3005564050;35334392
3870552;3640;3005649846;35660051
3870555;85824;3005683166;35544781
3870558;5393;3005688469;35393469
3870564;7168;3005695227;35338012
3870573;40467;3005765195;35406235
3870576;40408;3005773939;35391343
3870582;47353;3006025863;36588672
3870594;49735;3006044977;35407271
3870603;54243;3006063803;35481070
3870606;88774;3006065153;35404804
3870609;98882;3006069385;35334454
3870615;76643;3006118575;35875718
3870618;11662;3006269158;35338983
3870639;2842;3006353217;35338277
3870642;53755;3006354205;35354231
3870660;7280;3006385497;35367338
3870663;85176;3006387900;35941692
3870669;96768;3006393351;35661623
3870675;21028;3006426071;35370527
3870681;12943;3006439469;35383357
3870684;95566;3006466894;35366567
3870702;90454;3006541725;35354118
3870708;9685;3007197999;35369350
3870711;9685;3007220069;35369530
3870717;88598;3007278023;35495183
3870720;82082;3007314927;35356998
3870723;64426;3007318160;35503324
3870726;79283;3007327326;35358894
3870732;44198;3007330319;35363723
3870735;41206;3007357422;35558186
3870744;47866;3007400718;35405197
3870753;63994;3007498498;35378940
3870756;24206;3007545089;35361876
3870759;91849;3007551700;35422505
3870765;89340;3007563930;35547842
3870777;26726;3008388007;35439713
3870840;97734;3009575025;35824141
3870846;80509;3009634247;35387711
3870858;16173;3010340850;35410782
3870861;33642;3010373667;35396479
3870873;84630;3010438244;35440531
3870879;26117;3010496075;35435973
3870888;98973;3010574979;35411413
3870897;47341;3010983518;35403024
3870915;53300;3011211732;35939547
3870921;25460;3011261022;35403026
3870930;53089;3011487731;35405838
3870933;80730;3011492819;35406972
3870942;80509;3011561987;35419873
3870948;25193;3011613407;35422172
3870951;32013;3011631327;35815552
3870954;68082;3011772482;35673768
3870957;6272;3011789240;35405516
3870966;81193;3011811376;36153653
3870972;57607;3011839293;36647733
3870975;35308;3011846025;35425420
3870978;17731;3011846168;35571333
3870987;80509;3011870333;36794138
3870990;43159;3011906355;35551066
3871002;68922;3012170216;35584524
3871005;33649;3012411738;35433829
3871008;79909;3012586715;35421626
3871011;3526;3012716835;35429868
3871017;60426;3012752048;35424273
3871020;96187;3012752180;35535554
3871023;75064;3012782316;35425890
3871026;50043;3012922468;35682251
3871032;50449;3012979536;35555883
3871044;17927;3013515341;35433822
3871047;19778;#N/A;35494117
3871062;76037;3013860286;36423548
3871071;79443;3013914808;35449892
3871074;47905;3014069606;35446008
3871077;64673;3014166891;35493187
3871089;53235;3014800164;37289657
3871092;85787;3014855006;35464372
3871095;93548;3014864178;35464535
3871110;62257;3014969439;35479468
3871113;60858;3015006682;35467349
3871119;42385;3015028070;35472587
3871122;49649;3015029215;35528066
3871128;84139;3015449315;35463250
3871134;34066;3015528605;35477634
3871137;58366;3015679396;35467011
3871143;59540;3015750311;35646561
3871149;54187;3015816445;35505501
3871152;2408;3015831249;35469740
3871155;33004;3015841127;35470373
3871164;9154;3016532648;35480383
3871170;85488;3016554572;35677729
3871191;41557;3016959946;35542536
3871200;56258;3016979498;35549288
3871206;28172;3016990640;35479437
3871209;16611;3017005188;35546015
3871218;5915;3017307634;35478999
3871221;75812;3017327549;35608045
3871224;45006;3017330008;35480532
3871227;37656;3017332689;35592006
3871233;61005;3017351347;35480142
3871236;53486;3017432160;35738635
3871239;67236;3017458393;35533476
3871245;27696;3017476881;35556727
3871251;81306;3017500918;35542607
3871257;16394;3017503832;35484163
3871263;54733;3017570920;35598760
3871272;44492;3017647071;35491407
3871278;34775;3017744949;35504403
3871287;91832;3018321760;35506495
3871290;58681;3018326857;35507982
3871296;97633;3018345507;35688715
3871302;75166;3018381264;35492420
3871314;24885;3018452479;35621606
3871317;4584;3018460169;35494749
3871320;99967;3018465559;35502449
3871344;20974;3019323384;35517075
3871347;10381;3019336170;35507369
3871350;91441;3019359479;35589578
3871353;66822;3019363012;35546113
3871359;59486;3019417845;35523376
3871368;24724;3019461495;35517610
3871374;45227;3019829468;35590812
3871377;92631;3019894812;35515763
3871380;50134;3020133818;35520173
3871383;93470;3020143109;35518198
3871389;18746;3020180299;35647479
3871395;53375;3020190806;35661619
3871407;37401;3020376538;35554513
3871419;68484;3021220033;35542614
3871422;6202;3021255081;35555748
3871434;47096;3021467851;35679502
3871437;16848;3021941709;35584934
3871455;86372;3022237943;35550813
3871458;70889;3022427684;35614555
3871461;96012;3022492902;35547664
3871467;29761;3022556260;35549526
3871473;95482;3022594283;35557987
3871479;32487;3022606493;35557273
3871482;29569;3022610066;35609382
3871485;13874;3022624557;35597189
3871488;16471;3022629148;35553036
3871491;29746;3022642491;35591650
3871494;37221;3022646457;35568248
3871500;31633;3022741267;35549662
3871509;11676;3022839467;36466603
3871518;46893;3022900381;35617494
3871524;7364;3022989784;35812290
3871527;14170;3023059095;35836613
3871533;55209;3023604968;35554921
3871536;62517;3023631501;35908070
3871551;39130;3023822837;35611876
3871560;54537;3023853742;35660890
3871563;80759;3023888468;35586176
3871569;89502;3024468871;35566590
3871572;16641;3024523548;36031280
3871575;23368;3024538364;35568247
3871584;56351;3024587468;35633444
3871593;34216;3024604397;35673650
3871599;40911;3024630096;35570307
3871602;3038;3024642114;35617727
3871608;13650;3024724374;35608514
3871611;71344;3024740636;35607449
3871614;51541;3024743342;35574786
3871629;53578;3025384092;35681290
3871632;53578;3025413097;35671653
3871635;9043;3025450578;35944937
3871641;44853;3025476689;35579189
3871644;55434;3025504615;35579645
3871647;78663;3025537195;35597431
3871650;47905;3025537483;35616830
3871653;45734;3025537508;35597905
3871656;37128;3025543939;35643627
3871665;37800;3025594758;35608100
3871677;14742;3025607321;35753370
3871686;64869;3025632509;35634292
3871692;89362;3025655345;35584104
3871698;7840;3025732948;35612707
3871701;29809;3025765837;35641435
3871707;36064;3026455085;35612348
3871713;71254;3026479837;36147588
3871719;26894;3026515579;35996194
3871722;57446;3026525628;35634041
3871728;23058;3026574877;35611412
3871731;95752;3026625833;35599306
3871734;10283;3026674825;35643436
3871743;56499;3026738407;35616748
3871755;58384;3027320850;35604499
3871770;60928;3027506641;35631262
3871776;66171;3027555246;35625755
3871785;78430;3027707773;35604530
3871788;6686;3027725925;35632221
3871797;12005;3027758375;35604537
3871800;77545;3027767982;35620402
3871803;59633;3027790492;35604547
3871806;61956;3027790678;35650637
3871809;77332;3027790845;35608342
3871818;61958;3027931328;35617660
3871821;27880;3027931868;36415660
3871824;25865;3028013197;35632767
3871830;36729;3028058287;37126334
3871833;49441;3028073435;35620399
3871836;57645;3028080525;35615662
3871857;47607;3028155572;35615086
3871866;98686;3028220502;35614801
3871875;70594;3028706445;35633696
3871878;28392;3028715686;35659730
3871884;3822;3028797177;35619487
3871887;57938;3028816658;35634505
3871890;72968;3028827578;35663076
3871893;43866;3028828745;35622711
3871899;58781;3028917695;35638535
3871905;3549;3028930576;35623913
3871911;14504;3028969629;35632933
3871917;73164;3028986211;35652068
3871920;43586;3029017594;35639243
3871932;69431;3029594214;35632349
3871935;35917;3029594301;35632309
3871938;2387;3029615840;35633695
3871941;34206;3029616659;35633062
3871947;3857;3029627223;35658272
3871950;1483;3029628967;35654278
3871956;26838;3029638124;35717542
3871959;19279;3029639519;35638051
3871968;52312;3029643152;35662060
3871971;94477;3029656877;35658247
3871974;6209;3029680955;35688197
3871977;40845;3029684256;35664300
3871980;75600;3029684786;35635996
3871983;75166;3029692509;35661339
3871986;75166;3029695271;35661338
3871989;72513;3029756341;35681068
3871995;91819;3029803534;35651198
3871998;83285;3029936631;35660048
3872001;92631;3029992083;35838541
3872013;42042;3030306436;35739365
3872016;58702;3030315307;35645414
3872019;47055;3030341575;35662237
3872031;37065;3030368334;35659669
3872040;97349;3030370146;35675300
3872046;56499;3030394504;35660119
3872052;77672;3030417789;35658192
3872070;15463;3030573288;35671685
3872082;75243;3031146992;35813324
3872088;49735;3031192544;35659727
3872103;98992;3031317087;35887197
3872106;31867;3031330765;35667579
3872121;12213;3031342701;35691552
3872130;25018;3031427646;35665916
3872136;45734;3031435631;35666073
3872160;63336;3032222803;35709583
3872169;58058;3032245958;35740891
3872172;25883;3032265943;35677731
3872184;83304;3032317555;36081408
3872196;13170;3032490650;35824115
3872211;76566;3032563732;35671701
3872217;70027;3032622572;35671713
3872226;90454;3032710726;35706147
3872235;55434;3032729226;35769580
3872238;54012;3032748535;35677619
3872244;50631;3032789055;35688188
3872253;94900;3032891457;36668488
3872256;66598;3032934447;35712002
3872268;56768;3033173429;35796066
3872274;2483;3033476841;35754396
3872277;29120;3033478524;35712442
3872289;37570;3033639293;35755158
3872292;38920;3033654266;35726376
3872307;41747;3034419125;35707185
3872310;33007;3034519333;36303599
3872325;76167;3034568706;36382908
3872328;34937;3034577569;35722022
3872337;63463;3034604841;35741101
3872340;416;3034605750;35739373
3872343;70784;3034611446;35712738
3872349;61147;3034660973;35736361
3872355;2226;3034813388;36003568
3872358;94172;3035372102;35724307
3872364;93167;3035447257;35725570
3872367;67023;3035470064;36161747
3872376;74753;3035542879;36132856
3872385;21266;3036222184;35918666
3872388;40131;3036234296;35739617
3872391;47411;3036261190;36045984
3872397;2315;3036312504;35786471
3872400;9016;3036339616;35772648
3872421;37297;3037379018;35865405
3872430;50857;3037618891;35755033
3872436;8512;3037635853;35777580
3872439;30292;3037648794;35758741
3872442;56861;3037649457;36909845
3872451;39431;3037671038;35759277
3872460;66365;3037792407;35765761
3872463;61838;3037882753;35786836
3872478;56238;3038480029;35768890
3872505;40408;3038577929;35876169
3872508;69433;3038579375;36497390
3872520;23723;3039197337;35918057
3872526;93464;3039315980;35851628
3872535;6209;3039394304;35814874
3872553;22295;3040131141;35806915
3872556;25902;3040166567;35799737
3872565;25060;3040229001;35949736
3872571;65429;3040259205;36110900
3872574;79625;3040298019;35812088
3872580;40027;3040395135;35816068
3872586;39304;3040979726;36406360
3872598;784;3041012128;35816063
3872601;38857;3041064155;35827944
3872628;93002;3041993244;35824122
3872631;42952;3042039148;36677400
3872634;57218;3042040742;35836230
3872640;8050;3042073050;35826347
3872646;62447;3042205644;35866223
3872649;96264;3042219340;36736366
3872652;62189;3042220319;35883107
3872655;9856;3042226664;35842449
3872658;16071;3042237268;36089788
3872670;61268;3042267975;35853534
3872679;68578;3042365773;35832145
3872685;3180;3042403834;36034463
3872691;25230;3042452047;35846459
3872700;1110;3042961267;35841687
3872703;21674;3043145684;35841199
3872736;77358;3044002639;35864761
3872739;66101;3044050952;35851913
3872742;54172;3044119396;37422063
3872748;98665;3044140819;35856884
3872751;96281;3044168285;35892633
3872757;2315;3044173859;36813595
3872772;1110;3044187969;35875709
3872781;10491;3044279804;35872466
3872784;61838;3044396252;35881560
3872787;26954;3044458626;37487267
3872796;3017;3044956862;35875929
3872799;82600;3044962705;35868693
3872802;86744;3044979614;35887618
3872805;74221;3045004837;36120992
3872811;66101;3045024568;35979611
3872817;32992;3045078094;35875703
3872820;70658;3045099787;35886940
3872823;84283;3045655975;36866051
3872829;79071;3045686560;35879808
3872838;12481;3045781885;35932665
3872847;36960;3046458377;35887611
3872883;37071;3046931294;35952728
3872889;99463;3046944661;35929021
3872892;28861;3047012205;36582905
3872898;24297;3047046736;35951407
3872904;83944;3047055613;35919001
3872913;87332;3047090506;35917258
3872934;68757;3047282218;36600589
3872952;76864;3047879397;35928624
3872964;71175;3047910352;35899722
3872967;42029;3047949888;36097459
3872973;59162;3047967494;35922086
3872979;27881;3048062570;35964023
3873009;81580;3048815586;35909880
3873012;64974;3048842941;35908622
3873018;94627;3048896778;36036268
3873030;47194;3048913338;35917528
3873036;62244;3048989437;35983054
3873048;15379;3049647048;36216635
3873051;52885;3049661937;36231984
3873054;86450;3049668758;36819757
3873057;63791;3049684068;36207101
3873060;61568;3049753789;35951432
3873072;1110;3049980772;35964413
3873084;18963;3050504476;36027897
3873087;29295;3050505802;36021925
3873090;58408;3050541907;35931448
3873093;57618;3050563397;35932019
3873108;47194;3050627423;35943777
3873114;47096;3050685398;35940842
3873123;416;3051551780;35983332
3873126;9009;3051208978;36220459
3873129;1874;3051224723;37046404
3873132;21876;3051295866;36006512
3873147;89054;3051502943;36184262
3873153;69972;3051601984;35952175
3873159;70917;3051743006;35953097
3873168;84147;3051766353;35953051
3873177;92261;3051774697;36070517
3873192;47194;3051869716;36063298
3873195;47676;3051875060;35947051
3873198;52325;3051957278;35964586
3873204;22874;3052158457;35957867
3873210;66608;3052188369;36245755
3873216;15911;3052657166;36158319
3873222;14755;3052671190;35953435
3873240;15092;3052719645;35978085
3873243;67410;3052724247;36718447
3873246;69160;3052729975;36029244
3873249;41741;3052819850;36519723
3873252;47821;3052829142;35957262
3873264;11766;3052924701;36048610
